unique_id,text,RELEVANCE_x,llm_query,RELEVANCE_y,iteration
912,"International efforts are also critical for enhancing cooperation in areas of ecosystem management, developing and improving monitoring and reporting emission and absorption practices as well as measuring progress in meeting climate goals.",Not relevant,"912 International efforts are also critical for enhancing cooperation in areas of ecosystem management, developing and improving monitoring and reporting emission and absorption practices as well as measuring progress in meeting climate goals.
",Relevant,1
913,It iscritical to develop common fair and transparent rules for carbon pricing measurement and ensure their multilateral recognition and comparability between countries.,Relevant,"913 It iscritical to develop common fair and transparent rules for carbon pricing measurement and ensure their multilateral recognition and comparability between countries.
",Relevant,1
914,In October 2021 the Russian Government has adopted a new 2050 Strategy of Social and Economic Development with Low Greenhouse Gas Emission.,Not relevant,"914 In October 2021 the Russian Government has adopted a new 2050 Strategy of Social and Economic Development with Low Greenhouse Gas Emission.
",Not relevant,1
915,This strategy outlines measures that by 2050 compared to 1990 will bring our country to an 80% net reduction of greenhouse gas emissions while maximizing absorbing capacity of our forests and other ecosystems.,Not relevant,"915 This strategy outlines measures that by 2050 compared to 1990 will bring our country to an 80% net reduction of greenhouse gas emissions while maximizing absorbing capacity of our forests and other ecosystems.
",Relevant,1
916,It also outlines low greenhouse gas emission development measures until 2050.,Not relevant,"916 It also outlines low greenhouse gas emission development measures until 2050.
",Not relevant,1
917,"To achieve these ambitious objectives, we are focusing on improving our forest management practices, enhancing wildland fire prevention and response capabilities, preserving and increasing wilderness areas, introducing new farming practices as well as engaging in transformation towards cleaner energy.",Not relevant,"917 To achieve these ambitious objectives, we are focusing on improving our forest management practices, enhancing wildland fire prevention and response capabilities, preserving and increasing wilderness areas, introducing new farming practices as well as engaging in transformation towards cleaner energy.
",Relevant,1
918,"Our energy companies are implementing low emission technologies to ensure production, delivery and distribution of cleaner fuel to consumers.",Not relevant,"918 Our energy companies are implementing low emission technologies to ensure production, delivery and distribution of cleaner fuel to consumers.
",Not relevant,1
919,Our regions started pilot projects thatwill help finding solutions to these problems.,Not relevant,"919 Our regions started pilot projects thatwill help finding solutions to these problems.
",Statement of intent,1
920,We welcome participation of international community in these projects.,Not relevant,"920 We welcome participation of international community in these projects.
",Not relevant,1
921,New renewable energy sources are increasing their share in energy balances of countries throughout the world.,Not relevant,"921 New renewable energy sources are increasing their share in energy balances of countries throughout the world.
",Not relevant,1
922,"With 86% of our energy generation coming from solar, wind, natural gas, nuclear and hydro power Russia’s energy balance is already an example of one of the lowest carbon emissions per unit.",Not relevant,"922 With 86% of our energy generation coming from solar, wind, natural gas, nuclear and hydro power Russia’s energy balance is already an example of one of the lowest carbon emissions per unit.
",Not relevant,1
923,We intend to maintain this leadership by introducing blue and green hydrogen and promoting the use this new fuel through the economy.,Statement of intent,"923 We intend to maintain this leadership by introducing blue and green hydrogen and promoting the use this new fuel through the economy.
",Statement of intent,1
924,At the same time our Government Strategy is pursuing the goal of finding and maintaining a balance between policies aimed at addressing climate challenges and reaching sustainable development goals to continue economic growth and improvement of living standard of our people.,Statement of intent,"924 At the same time our Government Strategy is pursuing the goal of finding and maintaining a balance between policies aimed at addressing climate challenges and reaching sustainable development goals to continue economic growth and improvement of living standard of our people.
",Statement of intent,1
925,"Building a safer environment implies significant investments and changes that will affect economies, create new markets, redirect resources and alter supply chains as well as lives of the people.",Not relevant,"925 Building a safer environment implies significant investments and changes that will affect economies, create new markets, redirect resources and alter supply chains as well as lives of the people.
",Relevant,1
926,It is our deep belief that addressing global warming andclimate change should not lead to further increase of poverty.,Relevant,"926 It is our deep belief that addressing global warming andclimate change should not lead to further increase of poverty.
",Relevant,1
927,Not just in the developing but in the developed world as well.,Not relevant,"927 Not just in the developing but in the developed world as well.
",Not relevant,1
928,Transition to new economy should be based on an equilibrium where investment returns and long-term asset value increase will be balanced by reliable energy supply that meets growing energy demand as well as the goals of reduction and absorption of greenhouse gas emissions.,Not relevant,"928 Transition to new economy should be based on an equilibrium where investment returns and long-term asset value increase will be balanced by reliable energy supply that meets growing energy demand as well as the goals of reduction and absorption of greenhouse gas emissions.
",Relevant,1
929,The solution of this equilibrium will determine the living standard of our descendants.,Relevant,"929 The solution of this equilibrium will determine the living standard of our descendants.
",Relevant,1
930,This is a new economic balance that all of us will need to find together.,Statement of intent,"930 This is a new economic balance that all of us will need to find together.
",Relevant,1
931,"And while this will be happening, at the time of these enormous changes, Russia will remain a reliable supplier of energy to international markets and consumers.",Statement of intent,"931 And while this will be happening, at the time of these enormous changes, Russia will remain a reliable supplier of energy to international markets and consumers.
",Statement of intent,1
932,Hope I did not take too much of your time.,Not relevant,"932 Hope I did not take too much of your time.
",Not relevant,1
933,Thank you very much.,Not relevant,"933 Thank you very much.
",Not relevant,1
934," Excellencies, Ladies and Gentlemen,  COP has met several times since we agreed in Paris to reach net zero by mid -century.",Not relevant,"934  Excellencies, Ladies and Gentlemen,  COP has met several times since we agreed in Paris to reach net zero by mid -century.
",Not relevant,1
935,Yet the science is very clear: we are nowhere near this goal.,Not relevant,"935 Yet the science is very clear: we are nowhere near this goal.
",Relevant,1
936, Glasgow is make -or-break for the planet.,Not relevant,"936  Glasgow is make -or-break for the planet.
",Relevant,1
937,We must double down on our efforts to cut emissions and mitigate the impact of the climate crisis.,Relevant,"937 We must double down on our efforts to cut emissions and mitigate the impact of the climate crisis.
",Relevant,1
938,"If we fail, the only thing to discuss at future COPs will be the irreversible devastation of our planet and its habitats.",Not relevant,"938 If we fail, the only thing to discuss at future COPs will be the irreversible devastation of our planet and its habitats.
",Relevant,1
939,"This scenario is just about avoidable – but so far, we seem to be failing to prevent it.",Not relevant,"939 This scenario is just about avoidable – but so far, we seem to be failing to prevent it.
",Relevant,1
940,The young generation understands this.,Not relevant,"940 The young generation understands this.
",Not relevant,1
941,"In my own country, Slovakia , 42% of young people are very worried about the climate crisis.",Not relevant,"941 In my own country, Slovakia , 42% of young people are very worried about the climate crisis.
",Not relevant,1
942,73% think humanity has failed to look after our planet.,Not relevant,"942 73% think humanity has failed to look after our planet.
",Not relevant,1
943,Two thirds find politicians’ actions to address the climate crisis disappointing .,Not relevant,"943 Two thirds find politicians’ actions to address the climate crisis disappointing .
",Not relevant,1
944,A recent study carried out in a number of other countries has shown that 40% of young people consider not having children because of the climate crisis.,Not relevant,"944 A recent study carried out in a number of other countries has shown that 40% of young people consider not having children because of the climate crisis.
",Not relevant,1
945, It is clear: the next generation knows we are running out of time.,Not relevant,"945  It is clear: the next generation knows we are running out of time.
",Relevant,1
946,And we as political leaders have run out of excuses.,Not relevant,"946 And we as political leaders have run out of excuses.
",Relevant,1
947,"I am glad that as the European Union, we are doing what is needed: reducing our emissions by at least 55% by 2030, becoming the first climate -neutral continent by 2050 and helping developing countries do the same.",Not relevant,"947 I am glad that as the European Union, we are doing what is needed: reducing our emissions by at least 55% by 2030, becoming the first climate -neutral continent by 2050 and helping developing countries do the same.
",Statement of intent,1
948," Slovakia’s own emission s are down by 46% compared to 1990 levels, with methane reduced by more than half.",Not relevant,"948  Slovakia’s own emission s are down by 46% compared to 1990 levels, with methane reduced by more than half.
",Not relevant,1
949,"Our electricity mix is already 80% low on carbon , and, from 2023, we will not use coal to produce elect ricity .",Not relevant,"949 Our electricity mix is already 80% low on carbon , and, from 2023, we will not use coal to produce elect ricity .
",Not relevant,1
950,"43% of our post -pandemic recovery funds will support sustainab le green transition in transport, industry or buildings, while not leaving the most vulnerable behind.",Statement of intent,"950 43% of our post -pandemic recovery funds will support sustainab le green transition in transport, industry or buildings, while not leaving the most vulnerable behind.
",Not relevant,1
951, We know that this alone will not prevent the worst -case scenarios.,Not relevant,"951  We know that this alone will not prevent the worst -case scenarios.
",Relevant,1
952,"It takes truly global action: not just by the EU and the rest of the developed world, although we do shoulder a special responsibility.",Relevant,"952 It takes truly global action: not just by the EU and the rest of the developed world, although we do shoulder a special responsibility.
",Relevant,1
953,We must all do our fair share – including those states whose toprepresentatives are not in Glasgow.,Relevant,"953 We must all do our fair share – including those states whose toprepresentatives are not in Glasgow.
",Relevant,1
954,This also applies to climate finance.,Not relevant,"954 This also applies to climate finance.
",Relevant,1
955,In 2019 to 2023 Slovakia is doubli ng our voluntary contribution to the Green Climate Fund.,Not relevant,"955 In 2019 to 2023 Slovakia is doubli ng our voluntary contribution to the Green Climate Fund.
",Not relevant,1
956," Excellencies,  The carbon footprint of the planes we arrived on cannot be the only output from this year’s COP.",Not relevant,"956  Excellencies,  The carbon footprint of the planes we arrived on cannot be the only output from this year’s COP.
",Not relevant,1
957,We must turn the Paris commitments into credible delivery and real CO2 reductions.,Not relevant,"957 We must turn the Paris commitments into credible delivery and real CO2 reductions.
",Statement of intent,1
958,We have different starting points and paths for development – but we do have one shared goal: preserving our planet.,Relevant,"958 We have different starting points and paths for development – but we do have one shared goal: preserving our planet.
",Relevant,1
959,Let’s act accordingly.,Not relevant,"959 Let’s act accordingly.
",Statement of intent,1
960,Thank you.,Not relevant,"960 Thank you.
",Not relevant,1
961,"In Ngay Mina Koey Ubilnga ya muliz Australia Pa.  That means “I have the privilege of speaking to you on behalf of Australia”, spoken in one of the languages of the people of the Torres Strait, the islands that run through the North East of our Nation.",Not relevant,"961 In Ngay Mina Koey Ubilnga ya muliz Australia Pa.  That means “I have the privilege of speaking to you on behalf of Australia”, spoken in one of the languages of the people of the Torres Strait, the islands that run through the North East of our Nation.
",Not relevant,1
962,"  The people of the Torres have inhabited their lands for 70,000 years.",Not relevant,"962   The people of the Torres have inhabited their lands for 70,000 years.
",Not relevant,1
963," For them, for the Pacific family, for our farmers paying the price of climate change, for the Australians facing ever increasing risk of flood and bushfire.",Not relevant,"963  For them, for the Pacific family, for our farmers paying the price of climate change, for the Australians facing ever increasing risk of flood and bushfire.
",Not relevant,1
964,"For everyone around the world facing natural disasters that are increasingly un natural, Australia is acting. ",Not relevant,"964 For everyone around the world facing natural disasters that are increasingly un natural, Australia is acting. 
",Relevant,1
965,"And for them, the world must act.",Relevant,"965 And for them, the world must act.
",Statement of intent,1
966," Australia is back as a constructive, positive, and willing climate collaborator.",Statement of intent,"966  Australia is back as a constructive, positive, and willing climate collaborator.
",Statement of intent,1
967,"  One of the first acts of our incoming Government was to increase our emissions reduction target to 43% by 2030 in our Nationally Determined Contribution (NDC), and to make that increased ambition the law of the land.",Not relevant,"967   One of the first acts of our incoming Government was to increase our emissions reduction target to 43% by 2030 in our Nationally Determined Contribution (NDC), and to make that increased ambition the law of the land.
",Not relevant,1
968," Within this decade, 82 per cent of Aus tralia’s energy supply will be renewable.",Statement of intent,"968  Within this decade, 82 per cent of Aus tralia’s energy supply will be renewable.
",Not relevant,1
969," The future of energy is renewable – not just for Australia, but for the world.",Not relevant,"969  The future of energy is renewable – not just for Australia, but for the world.
",Relevant,1
970, And it is urgent that we accelerate the renewables transformation this decade.,Statement of intent,"970  And it is urgent that we accelerate the renewables transformation this decade.
",Relevant,1
971," Such a transformation is both a challenge and an oppo rtunity, but mostly, it’s fundamentally necessary if we hope to have any success in mitigating climate change .",Relevant,"971  Such a transformation is both a challenge and an oppo rtunity, but mostly, it’s fundamentally necessary if we hope to have any success in mitigating climate change .
",Relevant,1
972, That is why it’s so important that we send the message from this COP loud and clear:  • we remain committed to last year’s determination to hold the world as close as possible to 1.5 degrees of warming  • that we must embrace a faster and more orderly transition to renewable energy as part of these efforts.,Statement of intent,"972  That is why it’s so important that we send the message from this COP loud and clear:  • we remain committed to last year’s determination to hold the world as close as possible to 1.5 degrees of warming  • that we must embrace a faster and more orderly transition to renewable energy as part of these efforts.
",Relevant,1
973, The costs of letting these priorities fall to the wayside are too great.,Not relevant,"973  The costs of letting these priorities fall to the wayside are too great.
",Relevant,1
974, Climate change is a primary economic and security challenge for our region – and an existential threat to the Blue Pacific continent.,Not relevant,"974  Climate change is a primary economic and security challenge for our region – and an existential threat to the Blue Pacific continent.
",Relevant,1
975, That is why we are boosting assistance to the region with an additional $900 million to support the Pacific family’s d evelopment and resilience in dealing with the climate emergency .,Not relevant,"975  That is why we are boosting assistance to the region with an additional $900 million to support the Pacific family’s d evelopment and resilience in dealing with the climate emergency .
",Statement of intent,1
976," And why, along with Pacific nations, we are seeking to host COP31 in 2026.",Not relevant,"976  And why, along with Pacific nations, we are seeking to host COP31 in 2026.
",Statement of intent,1
977,Pacific voices have led this debate for decades.,Not relevant,"977 Pacific voices have led this debate for decades.
",Not relevant,1
978," Unfortunately, we know the story our region will tell if the world fails to act – from island communities fighting for their existence, to towns and cities battling ever more frequent bushfires and floods.",Not relevant,"978  Unfortunately, we know the story our region will tell if the world fails to act – from island communities fighting for their existence, to towns and cities battling ever more frequent bushfires and floods.
",Relevant,1
979,Our co -hosting will seek to accelerate global action and harness the economic opportunities from the clean ener gy transition.,Statement of intent,"979 Our co -hosting will seek to accelerate global action and harness the economic opportunities from the clean ener gy transition.
",Relevant,1
980," But while Australia has increased our ambition and renewed our commitment, we know there’s more to be done.",Not relevant,"980  But while Australia has increased our ambition and renewed our commitment, we know there’s more to be done.
",Relevant,1
981," Just as this COP is focussing on implementation, the Australian Government is focussing on real emissions reductions too – through our $20 billion transmission fund, electric vehicle tax cuts, and through policy certainty for resources and heavy industry sectors on their pathway to net zero.",Not relevant,"981  Just as this COP is focussing on implementation, the Australian Government is focussing on real emissions reductions too – through our $20 billion transmission fund, electric vehicle tax cuts, and through policy certainty for resources and heavy industry sectors on their pathway to net zero.
",Not relevant,1
982, Because while we talk about the risks of climate change – we also need to think about the immense economic opportunities which come with action.,Statement of intent,"982  Because while we talk about the risks of climate change – we also need to think about the immense economic opportunities which come with action.
",Relevant,1
983,Australia wants to be a renewable energy superpower.,Statement of intent,"983 Australia wants to be a renewable energy superpower.
",Statement of intent,1
984," In the coming weeks I will be delivering Australia’s first Annual Climate Change Statement – a comprehensive and transparent stocktake of how are tracking against our NDCs, and how we will make further progress.",Statement of intent,"984  In the coming weeks I will be delivering Australia’s first Annual Climate Change Statement – a comprehensive and transparent stocktake of how are tracking against our NDCs, and how we will make further progress.
",Statement of intent,1
985,"Because the urgency with which we must act requires frank conversations about where we are now, where we are going, and how we are going to get there.",Not relevant,"985 Because the urgency with which we must act requires frank conversations about where we are now, where we are going, and how we are going to get there.
",Relevant,1
986,"Collectively, we now have 85 months to achieve our 2030 targets.",Not relevant,"986 Collectively, we now have 85 months to achieve our 2030 targets.
",Not relevant,1
987,  We all know this is this critical decade.,Not relevant,"987   We all know this is this critical decade.
",Not relevant,1
988, This means national action. ,Not relevant,"988  This means national action. 
",Relevant,1
989,But it also means multilateral action.  ,Not relevant,"989 But it also means multilateral action.  
",Relevant,1
990, And action by every single one of our multilateral institutions.,Not relevant,"990  And action by every single one of our multilateral institutions.
",Relevant,1
991,  Our international financial architectur e was built for a different time.,Not relevant,"991   Our international financial architectur e was built for a different time.
",Not relevant,1
992,"  But some of our international financial institutions are stepping up to this, our most important global task.",Not relevant,"992   But some of our international financial institutions are stepping up to this, our most important global task.
",Relevant,1
993,  Others are not.,Not relevant,"993   Others are not.
",Relevant,1
994,"  Just as we commit to this agenda as individual nations, our multilateral development banks – including the World Bank – must be wholeheartedly committed to this, from their purpose to their actions.",Relevant,"994   Just as we commit to this agenda as individual nations, our multilateral development banks – including the World Bank – must be wholeheartedly committed to this, from their purpose to their actions.
",Relevant,1
995, We have a moral imperative and driving need for our institutions to work with countries across the developed and developing world .,Relevant,"995  We have a moral imperative and driving need for our institutions to work with countries across the developed and developing world .
",Relevant,1
996,Not only to reduce emissions but respond to a changing climate and its economic impact on nations.,Not relevant,"996 Not only to reduce emissions but respond to a changing climate and its economic impact on nations.
",Relevant,1
997,"This will mean increasing the proportion of funding spent on climate, but also ensuring that such funding doesn’t saddle developing countries with unsustai nable debt.",Relevant,"997 This will mean increasing the proportion of funding spent on climate, but also ensuring that such funding doesn’t saddle developing countries with unsustai nable debt.
",Relevant,1
998," This fight cannot be done by one nation – all emitters past, present and future have a responsibility to act.",Relevant,"998  This fight cannot be done by one nation – all emitters past, present and future have a responsibility to act.
",Relevant,1
999,  We need to drive an inclusive climate agenda.,Statement of intent,"999   We need to drive an inclusive climate agenda.
",Relevant,1
1000, I reaffirm Australia’s commitment to ambitious and necessary change and pledge to be a strong and constructive partner in leading the way.,Statement of intent,"1000  I reaffirm Australia’s commitment to ambitious and necessary change and pledge to be a strong and constructive partner in leading the way.
",Statement of intent,1
1001,"Excellencies, dear colleagues, ladies and gentlemen,We meet during an acute energy crisis- sparked by Russia's unprovoked war on Ukraine.",Not relevant,"1001 Excellencies, dear colleagues, ladies and gentlemen,We meet during an acute energy crisis- sparked by Russia's unprovoked war on Ukraine.
",Not relevant,1
1002,I want to speak to you as a 'radical realist.',Not relevant,"1002 I want to speak to you as a 'radical realist.'
",Not relevant,1
1003,Radical because I really belive in the energy transition. It is imperative. Unavoidable.,Not relevant,"1003 Radical because I really belive in the energy transition. It is imperative. Unavoidable.
",Relevant,1
1004,The energy transition is not just about mitigating risk. It is an opportunity. And it is a strategic necessity. ,Not relevant,"1004 The energy transition is not just about mitigating risk. It is an opportunity. And it is a strategic necessity. 
",Relevant,1
1005,Low-carbon energy means energy security - this much is clear.,Not relevant,"1005 Low-carbon energy means energy security - this much is clear.
",Relevant,1
1006,But the energy transition will also allow us to reconceptualize Greece'seconomic model.,Statement of intent,"1006 But the energy transition will also allow us to reconceptualize Greece'seconomic model.
",Relevant,1
1007,"For decades, we have been a net energy importer.",Not relevant,"1007 For decades, we have been a net energy importer.
",Not relevant,1
1008,Our trade balances and our competitiveness suffered.,Not relevant,"1008 Our trade balances and our competitiveness suffered.
",Not relevant,1
1009,This is changing.,Not relevant,"1009 This is changing.
",Not relevant,1
1010,Our future competitiveness will be ground on abundant wind and solar resources.,Statement of intent,"1010 Our future competitiveness will be ground on abundant wind and solar resources.
",Statement of intent,1
1011,Greece is already a leader in renewable energy.,Not relevant,"1011 Greece is already a leader in renewable energy.
",Not relevant,1
1012,"Almost half of our electricity today come wind, solar and water.",Not relevant,"1012 Almost half of our electricity today come wind, solar and water.
",Not relevant,1
1013,We rank in the top ten countries in the world in terms of penetration of wind and solar.,Not relevant,"1013 We rank in the top ten countries in the world in terms of penetration of wind and solar.
",Not relevant,1
1014,"Just a month ago we reached a major mileston when, for five hours, solar and wind met 100% of our electricity needs.",Not relevant,"1014 Just a month ago we reached a major mileston when, for five hours, solar and wind met 100% of our electricity needs.
",Not relevant,1
1015,"Meanwhile, our coal consumptions has fallen by 80 percent in 20 years.",Not relevant,"1015 Meanwhile, our coal consumptions has fallen by 80 percent in 20 years.
",Not relevant,1
1016,The energy we consume today emits 30 percent less CO2 than it did in 2005.,Not relevant,"1016 The energy we consume today emits 30 percent less CO2 than it did in 2005.
",Not relevant,1
1017,And we are just getting started.,Not relevant,"1017 And we are just getting started.
",Not relevant,1
1018,We want to double our renewable capacity by the end of the decade.,Statement of intent,"1018 We want to double our renewable capacity by the end of the decade.
",Statement of intent,1
1019,We want tot be a net electricity exporter.,Statement of intent,"1019 We want tot be a net electricity exporter.
",Statement of intent,1
1020,We want to help carry energy and hydrogen from North Africa and the Middle East to Europe.,Statement of intent,"1020 We want to help carry energy and hydrogen from North Africa and the Middle East to Europe.
",Statement of intent,1
1021,We will be at the centre of a new corridor that will redraw the map of energy in Europe.,Statement of intent,"1021 We will be at the centre of a new corridor that will redraw the map of energy in Europe.
",Statement of intent,1
1022,But we must also manage today's crisis.,Statement of intent,"1022 But we must also manage today's crisis.
",Relevant,1
1023,Without energy security there is no energy transition.,Not relevant,"1023 Without energy security there is no energy transition.
",Relevant,1
1024,We will briefly increase our lignite production.,Statement of intent,"1024 We will briefly increase our lignite production.
",Not relevant,1
1025,We are importing more LNG.,Not relevant,"1025 We are importing more LNG.
",Not relevant,1
1026,We are investing in our gas infrastructure - to enhance our energy security andthat or our neighbours.,Not relevant,"1026 We are investing in our gas infrastructure - to enhance our energy security andthat or our neighbours.
",Not relevant,1
1027,I see no tension between safeguarding the present and investing in the future.,Relevant,"1027 I see no tension between safeguarding the present and investing in the future.
",Relevant,1
1028,Our people will not support us otherwise.,Not relevant,"1028 Our people will not support us otherwise.
",Relevant,1
1029,We need radicalism as well as realism.,Not relevant,"1029 We need radicalism as well as realism.
",Relevant,1
1030,It is the only way forward - this is my message to you today.,Not relevant,"1030 It is the only way forward - this is my message to you today.
",Relevant,1
1031,Thank you very much.,Not relevant,"1031 Thank you very much.
",Not relevant,1
1032,"• First and foremost, allow me to extend a heartfelt congratulations to the Government of Egypt for organising an excellent conference, despite the challenges we all face today worldwide.",Not relevant,"1032 • First and foremost, allow me to extend a heartfelt congratulations to the Government of Egypt for organising an excellent conference, despite the challenges we all face today worldwide.
",Not relevant,1
1033,• We are all aware of the fact that the mean global temperature increased by 1.1 degree Celsius compared to the preindustrial level.,Not relevant,"1033 • We are all aware of the fact that the mean global temperature increased by 1.1 degree Celsius compared to the preindustrial level.
",Not relevant,1
1034,"H owever, the average temperature increase in the Republic of Serbia has alread y reached 1.8 degrees.",Not relevant,"1034 H owever, the average temperature increase in the Republic of Serbia has alread y reached 1.8 degrees.
",Not relevant,1
1035,"Hence, the minimum material damage in Serbia in the period from 2000 to 2020 is estimated to have exceeded 6.8 billion euros.",Not relevant,"1035 Hence, the minimum material damage in Serbia in the period from 2000 to 2020 is estimated to have exceeded 6.8 billion euros.
",Not relevant,1
1036,More than 70% of the damage was c aused by droughts and high temperatures due to climate change and extreme weather events.,Not relevant,"1036 More than 70% of the damage was c aused by droughts and high temperatures due to climate change and extreme weather events.
",Not relevant,1
1037,• We take seriously our task to prepare the Republic of Serbia for all challenges and concurrently contribute to the global fight against climate change .,Not relevant,"1037 • We take seriously our task to prepare the Republic of Serbia for all challenges and concurrently contribute to the global fight against climate change .
",Statement of intent,1
1038,"• Therefore, I am especially pleased to be able to announce that this year in August, the Republic of Serbia submitted to the UNFCCC Secretariat its revised Nationally Determined Contribution, thus confirming not only our commitment to curbing the greenhouse gas emission s, but also pledging to reduc ing our greenhouse gas emissions by 33.3% by 2030 and rising our climate ambition by more than three times compared to our first NDC.",Not relevant,"1038 • Therefore, I am especially pleased to be able to announce that this year in August, the Republic of Serbia submitted to the UNFCCC Secretariat its revised Nationally Determined Contribution, thus confirming not only our commitment to curbing the greenhouse gas emission s, but also pledging to reduc ing our greenhouse gas emissions by 33.3% by 2030 and rising our climate ambition by more than three times compared to our first NDC.
",Statement of intent,1
1039,• Our vision is a prosperous and climate -resilient Serbia.,Not relevant,"1039 • Our vision is a prosperous and climate -resilient Serbia.
",Relevant,1
1040,"This vision forms the backbone of ou r future Low Carbon Development Strategy , thus paving our way towards decarbonization for the whole society.",Not relevant,"1040 This vision forms the backbone of ou r future Low Carbon Development Strategy , thus paving our way towards decarbonization for the whole society.
",Statement of intent,1
1041,"The future Strategy will lay the foundations for Serbia with cleaner, reliable and renewable energy sources a nd increased energy efficiency, and ensure resilient, protected forests and nature, including the integration of nature -based innovative solutions.",Statement of intent,"1041 The future Strategy will lay the foundations for Serbia with cleaner, reliable and renewable energy sources a nd increased energy efficiency, and ensure resilient, protected forests and nature, including the integration of nature -based innovative solutions.
",Statement of intent,1
1042,"• In line with our vision, we are also intensively working on our first Climate Change Adaptation Programme, which will strengthen the Republic of Serbia in terms of climate risk and its assessment, as well as adaptation to climate change.",Not relevant,"1042 • In line with our vision, we are also intensively working on our first Climate Change Adaptation Programme, which will strengthen the Republic of Serbia in terms of climate risk and its assessment, as well as adaptation to climate change.
",Relevant,1
1043,"The program will improve measures in the most vulnerable sectors, such as agriculture, water management, forestry and human health .",Statement of intent,"1043 The program will improve measures in the most vulnerable sectors, such as agriculture, water management, forestry and human health .
",Relevant,1
1044,"• As reliable pa rtners, we are committed not only to the Paris Agreement, but also to joining the European Union.",Statement of intent,"1044 • As reliable pa rtners, we are committed not only to the Paris Agreement, but also to joining the European Union.
",Statement of intent,1
1045,"As the largest economy in the Western Balkans, we confirmed our commitment to achieving EU Green Deal targets by signing the Sofia Declaration on the Green Agenda for the Western Balkans.",Statement of intent,"1045 As the largest economy in the Western Balkans, we confirmed our commitment to achieving EU Green Deal targets by signing the Sofia Declaration on the Green Agenda for the Western Balkans.
",Not relevant,1
1046,"• We must not forget that transition to a low -carbon society must be just and fair, leaving no one behind.",Relevant,"1046 • We must not forget that transition to a low -carbon society must be just and fair, leaving no one behind.
",Relevant,1
1047,"Our need to act is supported by estimation that the cost of inaction would amount to €53 billion , which is more expensive than our long -term, low -carbon transformation.",Not relevant,"1047 Our need to act is supported by estimation that the cost of inaction would amount to €53 billion , which is more expensive than our long -term, low -carbon transformation.
",Relevant,1
1048,"• Dear ministers, respected delegates, I invite you to work jointly for the well -being of current and future generations. ",Relevant,"1048 • Dear ministers, respected delegates, I invite you to work jointly for the well -being of current and future generations. 
",Not relevant,1
1049,That is why we need to show solidarity.,Not relevant,"1049 That is why we need to show solidarity.
",Relevant,1
1050,• The Sharm el Sheikh conference represents a key chance to adopt the decisions that w ill much influence the framework of action as regards the most important aspect of our li fe - the preservation of our common home - the planet .,Relevant,"1050 • The Sharm el Sheikh conference represents a key chance to adopt the decisions that w ill much influence the framework of action as regards the most important aspect of our li fe - the preservation of our common home - the planet .
",Relevant,1
1051,Thank you .,Not relevant,"1051 Thank you .
",Not relevant,1
1052,"On the outset, I would like to take this opportunity to convey to you the greetings and well wishes of H.E Salva Kiir Mayardit, President of the Republic of South Sudan, who is unable to attend this COP because of pressing issues back home.",Not relevant,"1052 On the outset, I would like to take this opportunity to convey to you the greetings and well wishes of H.E Salva Kiir Mayardit, President of the Republic of South Sudan, who is unable to attend this COP because of pressing issues back home.
",Not relevant,1
1053,I would also like to take this opportunity to thank the people and government of Egypt for the excellent hospitality accorded to my delegation.,Not relevant,"1053 I would also like to take this opportunity to thank the people and government of Egypt for the excellent hospitality accorded to my delegation.
",Not relevant,1
1054,"Mr. President,Though with negligible emissions, The Climate Crises is worsening in South Sudan, 8 out of the 10 states in South Sudan are currently flooded and over 2 million people are internally displaced and have lost their livelihoods.",Not relevant,"1054 Mr. President,Though with negligible emissions, The Climate Crises is worsening in South Sudan, 8 out of the 10 states in South Sudan are currently flooded and over 2 million people are internally displaced and have lost their livelihoods.
",Not relevant,1
1055,"Besides the flooding, droughts, excessive heat, heat waves, haphazard rain patterns have resulted in crop failure thus impacting the livelihoods of our people.",Not relevant,"1055 Besides the flooding, droughts, excessive heat, heat waves, haphazard rain patterns have resulted in crop failure thus impacting the livelihoods of our people.
",Not relevant,1
1056,Over 60% of our people are now categorized as food insecure.,Not relevant,"1056 Over 60% of our people are now categorized as food insecure.
",Not relevant,1
1057,"Therefore, lifesaving interventions are needed urgently else the prospect of climate induced displacement and climate refugees will become a new normal.",Not relevant,"1057 Therefore, lifesaving interventions are needed urgently else the prospect of climate induced displacement and climate refugees will become a new normal.
",Relevant,1
1058,"To address the impacts of climate change, environmental degradation, Biodiversity loss and pollution, South Sudan besides its ambitious 2nd Nationally Determined Contributions (NDC) and its first National Adaptation Plan (NAP) and the National Biodiversity Strategy and Action Plan (NABSAP), is currently developing a cost-effective nature-based solutions to address the recurring droughts, floods, land degradation, deforestation, crops failure, and biodiversity loss.",Not relevant,"1058 To address the impacts of climate change, environmental degradation, Biodiversity loss and pollution, South Sudan besides its ambitious 2nd Nationally Determined Contributions (NDC) and its first National Adaptation Plan (NAP) and the National Biodiversity Strategy and Action Plan (NABSAP), is currently developing a cost-effective nature-based solutions to address the recurring droughts, floods, land degradation, deforestation, crops failure, and biodiversity loss.
",Statement of intent,1
